wavelength,kabs,ksca,gsca,kext,Av
0.61634935,1893.386,8560.5541,0.41274781,10453.9401,0.869447407283245
0.6175716,1889.3926,8543.457,0.41269669,10432.8496,0.867693324098541
0.61879628,1885.4451,8526.4,0.41266943,10411.8451,0.865946393477973
0.62002339,1881.6446,8509.6278,0.41262746,10391.2724,0.864235375382909
0.62125293,1878.0152,8493.6701,0.41250015,10371.6853,0.862606328999603
0.62248491,1873.7484,8476.5974,0.41251215,10350.3458,0.860831536646649
0.62371934,1869.3561,8459.2035,0.41262314,10328.5596,0.859019592544869
0.62495621,1865.4125,8442.6032,0.41261919,10308.0157,0.857310969727097
0.62619553,1861.2608,8426.4678,0.41257421,10287.7286,0.855623704798508
0.62743731,1857.3484,8410.2904,0.41251787,10267.6388,0.853952849182754
0.62868156,1853.5005,8394.2002,0.41245968,10247.7007,0.852294610357457
0.62992827,1849.8775,8378.4665,0.41237586,10228.344,0.850684726192485
0.63117745,1845.7023,8362.5629,0.41233232,10208.2652,0.849014785439585
0.63242911,1841.858,8346.9133,0.41226442,10188.7713,0.847393490439737
0.63368326,1838.3059,8331.7648,0.41215469,10170.0707,0.845838173685565
0.63493989,1834.9289,8316.9283,0.41200971,10151.8572,0.844323368721975
0.63619901,1831.93,8302.1481,0.41183677,10134.0781,0.842844692524201
0.63746063,1828.9353,8287.6045,0.41165827,10116.5398,0.841386043506004
0.63872475,1826.2292,8272.7834,0.41147943,10099.0126,0.839928317667596
0.63999138,1823.4444,8258.0252,0.41130682,10081.4696,0.838469277753452
0.64126052,1820.6813,8242.5889,0.41118756,10063.2702,0.836955645477703
0.64253217,1818.1229,8226.9314,0.41109305,10045.0543,0.835440640907672
0.64380635,1815.7763,8211.3047,0.41097323,10027.081,0.833945813222049
0.64508306,1813.5177,8195.7478,0.41080753,10009.2655,0.83246410965992
0.64636229,1811.573,8180.2637,0.41058406,9991.8367,0.831014567685592
0.64764407,1809.7435,8164.9848,0.41027863,9974.7283,0.829591673171134
0.64892838,1808.0153,8149.7954,0.40988749,9957.8107,0.828184647368733
0.65021525,1805.9569,8133.3522,0.40960063,9939.3091,0.826645881315291
0.65150466,1803.7608,8115.9498,0.40939301,9919.7106,0.825015886801391
0.65279663,1801.709,8098.7615,0.40907914,9900.4705,0.823415700182676
0.65409116,1799.4729,8081.3474,0.40871658,9880.8203,0.821781405813359
0.65538826,1796.8726,8063.1181,0.40837953,9859.9907,0.820049021512177
0.65668794,1794.338,8044.4002,0.4080291,9838.7382,0.818281464892708
0.65799019,1791.9372,8025.1174,0.40768455,9817.0546,0.816478053966279
0.65929502,1789.707,8005.2266,0.4073465,9794.9336,0.814638264765984
0.66060244,1787.135,7984.8584,0.40701344,9771.9934,0.812730343233838
0.66191245,1784.371,7964.1484,0.40667005,9748.5194,0.810778025902446
0.66322506,1781.9232,7943.0645,0.40630182,9724.9877,0.808820909699535
0.66454028,1779.582,7921.7231,0.4059058,9701.3051,0.806851243241648
0.6658581,1777.1298,7900.0316,0.40548719,9677.1614,0.80484322739629
0.66717853,1774.6722,7877.856,0.40505706,9652.5282,0.802794500153909
0.66850159,1772.0597,7855.2273,0.40461732,9627.287,0.800695205946482
0.66982726,1769.3642,7832.1795,0.4041581,9601.5437,0.798554152408217
0.67115557,1766.5852,7808.8192,0.40366554,9575.4044,0.796380163807192
0.67248651,1763.5723,7785.1715,0.40313429,9548.7438,0.794162819023801
0.67382009,1760.5275,7761.1361,0.40256774,9521.6636,0.791910576380981
0.67515631,1757.2266,7736.6589,0.40198876,9493.8855,0.789600289848513
0.67649519,1753.628,7711.5907,0.40141683,9465.2187,0.787216090714341
0.67783671,1749.9852,7686.112,0.40083398,9436.0972,0.78479407447654
0.6791809,1745.8764,7660.2696,0.40024651,9406.146,0.782303052628708
0.68052776,1740.8636,7633.0329,0.39981798,9373.8965,0.779620882662843
0.68187728,1734.977,7604.9629,0.39951785,9339.9399,0.776796734298901
0.68322949,1728.914,7577.1024,0.39920134,9306.0164,0.773975338840459
0.68458437,1723.0409,7549.5547,0.39885774,9272.5956,0.771195752614464
0.68594194,1717.23,7522.2831,0.39850502,9239.5131,0.768444302579711
0.6873022,1711.5037,7495.241,0.39815481,9206.7447,0.76571897603792
0.68866516,1705.8676,7468.7072,0.3978102,9174.5748,0.763043426352347
0.69003082,1700.2937,7442.484,0.39747156,9142.7777,0.760398882200604
0.69139919,1694.9109,7416.8432,0.39713222,9111.7541,0.757818669541399
0.69277028,1689.6797,7391.7572,0.39678809,9081.4369,0.755297207711319
0.69414408,1684.6659,7367.1901,0.39644,9051.856,0.752836983473942
0.69552061,1679.7674,7343.2143,0.39609233,9022.9817,0.750435526699561
0.69689987,1675.0149,7319.6797,0.39574662,8994.6946,0.748082906967738
0.69828186,1670.3542,7296.5922,0.39542197,8966.9464,0.745775107198847
0.69966659,1665.9356,7273.6825,0.39513179,8939.6181,0.743502230240191
0.70105407,1661.5415,7250.9912,0.39488356,8912.5327,0.741249555116749
0.7024443,1657.3441,7228.4476,0.39467371,8885.7917,0.739025523517585
0.70383729,1652.9499,7206.3372,0.39448775,8859.2871,0.736821153152857
0.70523304,1648.5946,7184.7016,0.39430514,8833.2962,0.734659506883432
0.70663156,1644.3406,7163.465,0.3941181,8807.8056,0.732539470240015
0.70803285,1639.7603,7142.6177,0.39395077,8782.378,0.730424673265672
0.70943692,1635.2192,7122.3671,0.39376019,8757.5863,0.728362763681252
0.71084377,1630.9634,7102.7665,0.39351907,8733.7299,0.726378642390265
0.71225342,1626.6692,7083.6897,0.39325726,8710.3589,0.724434891501964
0.71366586,1622.3349,7064.3664,0.3930566,8686.7013,0.722467304277838
0.7150811,1617.832,7044.7099,0.39297542,8662.5419,0.720457982673679
0.71649914,1613.2957,7025.1136,0.39295214,8638.4093,0.71845089000811
0.71792,1608.7538,7005.9915,0.39293165,8614.7453,0.716482770500141
0.71934368,1604.4572,6987.3117,0.39289236,8591.7689,0.71457183823751
0.72077018,1600.19,6969.2861,0.39283805,8569.4761,0.712717760542815
0.72219951,1596.1099,6951.6874,0.39276496,8547.7973,0.710914748829269
0.72363167,1592.1794,6934.5928,0.39267788,8526.7722,0.709166104920082
0.72506667,1588.5437,6917.8645,0.39258007,8506.4082,0.707472444268447
0.72650452,1584.9722,6901.5738,0.39247445,8486.546,0.705820517996845
0.72794522,1581.2902,6885.6414,0.39237271,8466.9316,0.704189201090274
0.72938878,1577.5128,6870.0038,0.39227574,8447.5166,0.702574468152173
0.7308352,1574.0186,6854.7394,0.39217318,8428.758,0.701014327575677
0.73228449,1570.6683,6839.92,0.39206151,8410.5883,0.699503165429635
0.73373665,1567.5823,6825.3739,0.39194177,8392.9562,0.69803671512637
0.73519169,1564.6947,6811.1558,0.39181937,8375.8505,0.696614045169158
0.73664962,1561.6607,6797.062,0.39172061,8358.7227,0.695189537169302
0.73811044,1558.4734,6783.0002,0.39166153,8341.4736,0.693754940727242
0.73957415,1555.4845,6769.1225,0.39161283,8324.607,0.692352156561711
0.74104077,1552.4282,6755.7281,0.39155331,8308.1563,0.690983962529014
0.7425103,1549.6001,6742.5287,0.39147873,8292.1288,0.689650965765408
0.74398274,1546.91,6729.7709,0.39139148,8276.6809,0.688366173957296
0.7454581,1544.2054,6717.3246,0.39128608,8261.53,0.687106083446255
0.74693639,1541.7735,6705.1386,0.39116443,8246.9121,0.685890322198978
0.7484176,1539.1829,6693.134,0.39103794,8232.3169,0.684676448895957
0.74990176,1536.628,6681.1191,0.39094111,8217.7471,0.683464688094435
0.75138886,1534.1302,6668.6569,0.39091444,8202.7871,0.682220474612385
0.7528789,1531.4071,6656.0215,0.39095278,8187.4286,0.6809431181442
0.75437191,1528.4968,6643.4537,0.39101673,8171.9505,0.679655814621706
0.75586787,1525.447,6631.144,0.39106869,8156.591,0.67837837498417
0.7573668,1522.4131,6619.0648,0.39110411,8141.4779,0.677121428274573
0.7588687,1519.4653,6607.2321,0.3911288,8126.6974,0.675892143690922
0.76037358,1516.675,6595.4689,0.39115268,8112.1439,0.674681738549811
0.76188144,1513.8735,6583.8538,0.39118161,8097.7273,0.673482719292772
0.7633923,1511.1277,6572.4743,0.39120735,8083.602,0.672307927267505
0.76490615,1508.5173,6561.3266,0.39122215,8069.8439,0.671163675027706
0.766423,1506.1275,6550.4464,0.39121623,8056.5739,0.67006001774784
0.76794286,1503.8509,6539.808,0.3911954,8043.6589,0.668985885587368
0.76946574,1501.5393,6529.3043,0.39117551,8030.8436,0.667920045411131
0.77099163,1499.2214,6518.7747,0.39116573,8017.9961,0.666851527181811
0.77252055,1497.0221,6508.4004,0.39114533,8005.4225,0.665805789037566
0.77405251,1495.0375,6498.1662,0.39110317,7993.2037,0.664789559378845
0.7755875,1493.207,6487.997,0.391038,7981.204,0.663791552124798
0.77712553,1491.5738,6477.9284,0.39095458,7969.5022,0.662818321020236
0.77866662,1490.089,6467.8418,0.39084993,7957.9308,0.661855935198967
0.78021076,1488.6948,6457.5933,0.39072853,7946.2881,0.660887619403014
0.78175796,1487.1475,6447.2434,0.39059953,7934.3909,0.659898137007383
0.78330823,1485.4784,6436.7057,0.39045557,7922.1841,0.658882905380867
0.78486158,1483.8398,6426.074,0.39028569,7909.9138,0.6578623925006
0.786418,1482.4526,6415.2066,0.39008637,7897.6592,0.656843185379134
0.78797751,1481.0902,6404.185,0.38986144,7885.2752,0.655813216143727
0.78954012,1479.6883,6392.7357,0.38962397,7872.424,0.65474439018781
0.79110582,1478.2241,6380.7892,0.3893997,7859.0133,0.653629030980342
0.79267463,1476.5225,6368.2236,0.38920567,7844.7461,0.652442437224253
0.79424655,1474.5565,6355.1311,0.38903794,7829.6876,0.651190031561188
0.79582159,1472.5379,6341.6121,0.38887457,7814.15,0.649897779462345
0.79739975,1470.5587,6327.7719,0.38869008,7798.3306,0.648582090240558
0.79898104,1468.5781,6313.8039,0.38847975,7782.382,0.647255655538699
0.80056546,1466.6028,6299.6701,0.38823817,7766.2729,0.6459158721561
0.80215303,1464.7401,6285.3311,0.3879705,7750.0712,0.644568387291653
0.80374374,1462.8575,6270.6813,0.3876896,7733.5388,0.643193398323028
0.80533761,1460.8587,6255.636,0.3874115,7716.4947,0.641775851597801
0.80693464,1458.7897,6240.15,0.38714632,7698.9397,0.640315813651452
0.80853484,1456.8435,6224.2098,0.38688982,7681.0533,0.638828213382379
0.81013821,1454.6686,6207.8997,0.3866458,7662.5683,0.637290827940154
0.81174476,1452.3062,6191.1303,0.38642138,7643.4365,0.635699648562088
0.8133545,1449.825,6174.0266,0.38621715,7623.8516,0.634070785151353
0.81496743,1447.1973,6156.5713,0.38602018,7603.7686,0.632400495087182
0.81658356,1444.4799,6138.9108,0.38582862,7583.3907,0.630705678381577
0.81820289,1441.6425,6121.08,0.3856384,7562.7225,0.628986717613549
0.81982543,1438.6194,6103.0956,0.38545018,7541.715,0.627239537484929
0.82145119,1435.411,6084.9947,0.38526655,7520.4057,0.625467256846358
0.82308018,1431.9957,6066.8204,0.38508675,7498.8161,0.623671663838867
0.82471239,1428.4583,6048.6642,0.38491795,7477.1225,0.621867421218935
0.82634785,1424.7379,6030.5625,0.38475172,7455.3004,0.620052491337476
0.82798654,1421.0694,6012.4766,0.38459499,7433.546,0.618243192021039
0.82962849,1417.2651,5994.5989,0.38444384,7411.864,0.616439914165571
0.83127369,1413.4448,5976.9518,0.38429766,7390.3966,0.6146544844527
0.83292215,1409.7598,5959.5123,0.38415298,7369.2721,0.612897573510083
0.83457388,1406.1099,5942.3025,0.38402102,7348.4124,0.611162685811453
0.83622889,1402.6136,5925.2776,0.38390452,7327.8912,0.609455950937934
0.83788718,1399.212,5908.3781,0.38381274,7307.5901,0.60776752163844
0.83954876,1395.9035,5891.5857,0.38374931,7287.4892,0.606095742842897
0.84121363,1392.7014,5874.9506,0.3837104,7267.652,0.604445895805055
0.84288181,1389.3213,5858.5496,0.38369787,7247.8709,0.602800714567771
0.84455329,1385.8699,5842.2549,0.38370648,7228.1248,0.601158444257751
0.84622809,1382.3862,5826.0686,0.38373192,7208.4548,0.599522503135297
0.84790621,1378.7822,5810.2889,0.38375742,7189.0711,0.597910373397864
0.84958765,1375.5092,5794.6354,0.38377254,7170.1446,0.596336268687436
0.85127244,1372.3081,5779.2915,0.38377455,7151.5996,0.594793893084187
0.85296056,1369.1473,5764.2449,0.38376322,7133.3922,0.593279595453634
0.85465203,1366.0829,5749.2868,0.38374124,7115.3697,0.591780675835971
0.85634685,1362.942,5734.5578,0.38371234,7097.4998,0.59029444786118
0.85804504,1359.8401,5719.942,0.38367672,7079.7821,0.58882087826152
0.85974659,1356.7046,5705.4173,0.38363748,7062.1219,0.587352090899509
0.86145152,1353.5599,5691.0193,0.38359682,7044.5792,0.58589307593617
0.86315982,1350.3834,5676.7149,0.38355691,7027.0983,0.584439200838686
0.86487152,1347.2276,5662.4228,0.38351791,7009.6504,0.582988070329766
0.86658661,1344.0178,5648.2456,0.3834854,6992.2634,0.581542004834285
0.8683051,1340.8599,5634.1574,0.38345966,6975.0173,0.580107657900276
0.870027,1337.74,5620.0612,0.38343949,6957.8012,0.578675806046779
0.87175231,1334.651,5606.0272,0.38342744,6940.6782,0.577251697259805
0.87348105,1331.4949,5592.1305,0.38342536,6923.6254,0.57583342696123
0.87521321,1328.3291,5578.3131,0.38342745,6906.6422,0.574420945249442
0.87694881,1325.1403,5564.5762,0.38343565,6889.7165,0.573013245775303
0.87868785,1321.9764,5550.9392,0.38345181,6872.9156,0.571615925836094
0.88043034,1318.7474,5537.4384,0.38347162,6856.1858,0.570224519237699
0.88217628,1315.6315,5524.0253,0.38349117,6839.6568,0.568849813044865
0.88392569,1312.6068,5510.7657,0.38350818,6823.3725,0.567495458392075
0.88567856,1309.768,5497.5724,0.38352602,6807.3404,0.566162079049457
0.88743491,1306.8947,5484.5293,0.38355412,6791.424,0.564838322400681
0.88919475,1304.1499,5471.4834,0.38359353,6775.6333,0.56352502013925
0.89095807,1301.4277,5458.472,0.38364587,6759.8997,0.562216466847728
0.89272489,1298.7787,5445.619,0.38370452,6744.3977,0.560927175577759
0.89449522,1296.3178,5432.9043,0.38375623,6729.2221,0.559665030783763
0.89626905,1293.9398,5420.3009,0.3837966,6714.2407,0.558419037477615
0.89804641,1291.6367,5408.0088,0.38381936,6699.6455,0.557205164174593
0.89982728,1289.2963,5395.9725,0.38381836,6685.2688,0.556009463374634
0.90161169,1287.1464,5384.0225,0.38379751,6671.1689,0.554836783850868
0.90339964,1284.928,5372.3303,0.38375492,6657.2583,0.553679848285132
0.90519114,1282.6427,5360.7706,0.38369318,6643.4133,0.552528368628784
0.90698618,1280.5807,5349.2404,0.38361375,6629.8211,0.551397914184217
0.90878479,1278.3975,5337.9414,0.38351529,6616.3389,0.550276608368196
0.91058696,1276.3211,5326.6295,0.38340091,6602.9506,0.549163112154177
0.91239271,1274.2069,5315.424,0.38327197,6589.6309,0.548055321357596
0.91420203,1272.0927,5304.2079,0.38313524,6576.3006,0.5469466489659
0.91601495,1269.967,5292.9809,0.38299395,6562.9479,0.545836113580756
0.91783146,1267.7964,5281.6967,0.38284785,6549.4931,0.544717086604935
0.91965157,1265.4553,5270.4985,0.3827042,6535.9538,0.543591031819005
0.92147529,1263.2033,5259.2454,0.38254982,6522.4487,0.542467821424859
0.92330263,1260.9457,5248.0247,0.38239172,6508.9704,0.541346839969304
0.92513359,1258.7681,5236.7959,0.38222482,6495.564,0.540231838390042
0.92696819,1256.631,5225.6397,0.38204614,6482.2707,0.539126243264312
0.92880642,1254.5483,5214.4639,0.38186043,6469.0122,0.538023542431975
0.93064829,1252.5705,5203.2848,0.38166884,6455.8553,0.53692929160564
0.93249382,1250.5927,5192.0465,0.38147081,6442.6392,0.535830117153761
0.93434301,1248.5586,5180.7827,0.38127348,6429.3413,0.534724139449019
0.93619587,1246.7007,5169.3532,0.38107414,6416.0539,0.533619035022455
0.9380524,1244.6512,5157.8963,0.3808774,6402.5475,0.532495716508154
0.93991261,1242.8114,5146.2799,0.38067752,6389.0913,0.531376573095242
0.94177651,1240.9724,5134.5602,0.38046933,6375.5326,0.530248904823915
0.94364411,1239.1848,5122.7238,0.38025664,6361.9086,0.529115805594005
0.94551541,1237.4454,5110.7508,0.38003473,6348.1962,0.527975354193521
0.94739042,1235.8144,5098.5756,0.37980532,6334.39,0.526827101507968
0.94926915,1234.1163,5086.2589,0.37956909,6320.3752,0.52566149969592
0.9511516,1232.4482,5073.6931,0.37932823,6306.1413,0.5244776754792
0.95303779,1230.774,5060.9248,0.37907861,6291.6988,0.523276502135984
0.95492772,1229.0184,5047.9337,0.37882271,6276.9521,0.522050028676376
0.9568214,1227.1949,5034.6891,0.37855637,6261.884,0.520796824587548
0.95871883,1225.2821,5021.2423,0.37828387,6246.5244,0.519519376633077
0.96062002,1223.2879,5007.5754,0.37799987,6230.8633,0.518216853119459
0.96252499,1221.2297,4993.6804,0.37770406,6214.9101,0.516890035838588
0.96443373,1219.1718,4979.6316,0.377392,6198.8034,0.51555045206243
0.96634626,1217.0803,4965.4063,0.3770614,6182.4866,0.514193394405752
0.96826258,1214.9864,4951.0168,0.37671662,6166.0032,0.512822480735296
0.9701827,1212.9091,4936.4923,0.37635147,6149.4014,0.511441719813753
0.97210663,1210.6914,4921.8495,0.37596722,6132.5409,0.51003944298126
0.97403437,1208.491,4907.0634,0.37556813,6115.5544,0.508626686810616
0.97596594,1206.2452,4892.0921,0.37515031,6098.3373,0.507194751787769
0.97790133,1204.0648,4876.9525,0.37471737,6081.0173,0.505754258638765
0.97984057,1201.7441,4861.7165,0.37427143,6063.4606,0.504294079304521
0.98178365,1199.4281,4846.3498,0.37381401,6045.7779,0.502823420632125
0.98373058,1197.0516,4830.8173,0.37334677,6027.8689,0.501333940735733
0.98568138,1194.5441,4815.1733,0.37287301,6009.7174,0.499824292271868
0.98763604,1191.8742,4799.402,0.37239938,5991.2762,0.498290549647191
0.98959458,1189.2474,4783.5096,0.37192593,5972.757,0.496750319813182
0.991557,1186.4073,4767.485,0.37145403,5953.8923,0.495181354968609
0.99352332,1183.5736,4751.3995,0.37098948,5934.9731,0.493607857394438
0.99549353,1180.4793,4735.3132,0.37053211,5915.7925,0.492012619352072
0.99746765,1177.3931,4719.1928,0.37008372,5896.5859,0.490415218906596
0.99944569,1174.1746,4703.0977,0.36964775,5877.2723,0.488808919340626
1.0014276,1170.9011,4687.0599,0.36922799,5857.961,0.487202811064162
1.0034135,1167.4478,4671.0984,0.36882877,5838.5462,0.485588094759931
1.0054034,1163.9739,4655.2065,0.36844651,5819.1804,0.48397745375387
1.0073971,1160.3686,4639.4384,0.36808795,5799.807,0.482366180660746
1.0093949,1156.7593,4623.7968,0.36775397,5780.5561,0.480765095813046
1.0113965,1153.0873,4608.3841,0.36744001,5761.4714,0.479177833711384
1.0134022,1149.5048,4593.1498,0.36714991,5742.6546,0.477612852678695
1.0154118,1145.8808,4578.1761,0.36687786,5724.0569,0.476066094050679
1.0174255,1142.3902,4563.3704,0.36662571,5705.7606,0.474544402664876
1.0194431,1138.9901,4548.8115,0.3663869,5687.8016,0.473050764300964
1.0214647,1135.5903,4534.5607,0.36616434,5670.151,0.471582775364716
1.0234903,1132.4169,4520.4727,0.36595137,5652.8896,0.470147155939646
1.0255199,1129.2263,4506.7455,0.36574932,5635.9718,0.468740113503375
1.0275536,1126.1204,4493.2316,0.36555183,5619.352,0.467357855533524
1.0295913,1123.1895,4479.9531,0.36535892,5603.1426,0.46600973026508
1.0316331,1120.2822,4466.9313,0.3651716,5587.2135,0.464684917365553
1.0336788,1117.4088,4454.1769,0.36498504,5571.5857,0.463385163391304
1.0357287,1114.6447,4441.5832,0.36480127,5556.2279,0.462107865141664
1.0377826,1111.8554,4429.2227,0.36462051,5541.0781,0.460847866116907
1.0398406,1109.0952,4417.0581,0.36444487,5526.1533,0.459606580195992
1.0419026,1106.3864,4405.0596,0.36427583,5511.446,0.45838338360879
1.0439688,1103.6382,4393.1866,0.36411313,5496.8248,0.457167347902657
1.046039,1100.8789,4381.4714,0.3639585,5482.3503,0.455963513140229
1.0481134,1098.0142,4369.8672,0.36381864,5467.8814,0.454760144126163
1.0501919,1095.0755,4358.4238,0.36368949,5453.4993,0.453563994211713
1.0522745,1092.1009,4347.1092,0.36357661,5439.2101,0.452375570729914
1.0543612,1089.1061,4335.928,0.36347614,5425.0341,0.451196562018582
1.056452,1086.1152,4324.8522,0.36338858,5410.9674,0.450026643717249
1.058547,1083.0967,4313.9795,0.36331252,5397.0762,0.448871321636912
1.0606462,1080.1421,4303.332,0.36324459,5383.4741,0.447740043815776
1.0627495,1077.259,4292.8198,0.36318051,5370.0788,0.446625965416304
1.064857,1074.471,4282.5669,0.36312096,5357.0379,0.445541362234616
1.0669687,1071.7912,4272.4558,0.36306074,5344.247,0.444477551390529
1.0690845,1069.2187,4262.594,0.36300068,5331.8127,0.443443398736796
1.0712046,1066.8336,4252.9003,0.36293894,5319.7339,0.442438812787131
1.0733289,1064.501,4243.3832,0.36287429,5307.8842,0.441453280935645
1.0754573,1062.309,4234.089,0.36280855,5296.398,0.44049798114303
1.07759,1060.1491,4224.9628,0.36273899,5285.1119,0.439559323537431
1.079727,1058.1237,4215.9939,0.36266769,5274.1176,0.43864493474828
1.0818681,1056.1189,4207.2332,0.36259506,5263.3521,0.437749575106502
1.0840135,1054.2273,4198.525,0.3625201,5252.7523,0.436867996626086
1.0861632,1052.3241,4190.0127,0.36244148,5242.3368,0.436001746256949
1.0883171,1050.4557,4181.5951,0.36236478,5232.0508,0.435146266318689
1.0904753,1048.6313,4173.2883,0.36228697,5221.9196,0.434303660995873
1.0926378,1046.8796,4165.0667,0.36220844,5211.9463,0.433474188113485
1.0948045,1045.0948,4156.9349,0.36213101,5202.0297,0.432649430933265
1.0969756,1043.3184,4148.8634,0.36205394,5192.1818,0.431830387487417
1.099151,1041.6004,4140.8518,0.36197846,5182.4522,0.431021182975723
1.1013306,1039.7721,4132.8842,0.36190095,5172.6563,0.430206464336097
1.1035146,1038.0854,4124.9564,0.36182733,5163.0418,0.429406832616634
1.105703,1036.3086,4117.055,0.36175481,5153.3636,0.42860190300955
1.1078957,1034.5558,4109.1791,0.36168181,5143.7349,0.427801090285312
1.1100927,1032.7772,4101.2952,0.36161,5134.0724,0.426997466437029
1.1122941,1031.0016,4093.4235,0.36153897,5124.4251,0.426195106762873
1.1144998,1029.1988,4085.5769,0.36147006,5114.7757,0.425392572433081
1.1167099,1027.3317,4077.7747,0.36140318,5105.1064,0.424588383033216
1.1189244,1025.5495,4069.9493,0.36133452,5095.4988,0.423789325182271
1.1211433,1023.6696,4062.1839,0.36126552,5085.8535,0.422987131846816
1.1233666,1021.9441,4054.4177,0.36119342,5076.3618,0.422197713323583
1.1255943,1020.1711,4046.6749,0.36111762,5066.846,0.421406290419005
1.1278264,1018.4647,4038.9851,0.36103621,5057.4498,0.420624814568735
1.130063,1016.9141,4031.2698,0.36094732,5048.1839,0.419854175684823
1.1323039,1015.3294,4023.6168,0.36085234,5038.9462,0.419085882176593
1.1345494,1013.8683,4015.9439,0.36074508,5029.8122,0.418326213329999
1.1367992,1012.4612,4008.2445,0.36063062,5020.7057,0.417568831640542
1.1390536,1011.1282,4000.5051,0.3605052,5011.6333,0.416814286025933
1.1413124,1009.8327,3992.7089,0.36036796,5002.5416,0.416058135242862
1.1435757,1008.5618,3984.8677,0.36022059,4993.4295,0.415300287805042
1.1458435,1007.2961,3976.9359,0.36005963,4984.232,0.414535337704698
1.1481157,1006.0624,3968.8971,0.3598909,4974.9595,0.413764149903073
1.1503925,1004.8463,3960.7424,0.35970879,4965.5887,0.412984786554304
1.1526738,1003.6337,3952.4407,0.35951749,4956.0744,0.412193488403752
1.1549596,1002.3725,3944.0119,0.359316,4946.3844,0.411387577398333
1.15725,1001.158,3935.404,0.35910175,4936.562,0.410570654770921
1.1595449,999.91369,3926.6161,0.35888093,4926.52979,0.409736282382101
1.1618443,998.64579,3917.6234,0.35865075,4916.26919,0.408882914945342
1.1641483,997.26297,3908.4992,0.35841488,4905.76217,0.408009052917256
1.1664569,995.93795,3899.0988,0.35817118,4895.03675,0.407117026703042
1.16877,994.58322,3889.492,0.3579227,4884.07522,0.406205363373504
1.1710878,993.16205,3879.6993,0.35766917,4872.86135,0.405272713090085
1.1734101,991.63912,3869.7046,0.3574145,4861.34372,0.404314799284787
1.175737,990.08613,3859.5341,0.35715632,4849.62023,0.403339764237015
1.1780686,988.49145,3849.1053,0.35689739,4837.59675,0.402339779215815
1.1804048,986.88405,3838.4765,0.35663583,4825.36055,0.401322102410397
1.1827456,985.15052,3827.6962,0.35637559,4812.84672,0.400281335298226
1.185091,983.38361,3816.7353,0.35611695,4800.11891,0.399222771608456
1.1874411,981.54985,3805.5893,0.35585776,4787.13915,0.398143253400851
1.1897959,979.72184,3794.2874,0.35560295,4774.00924,0.397051247315283
1.1921553,977.75447,3782.8582,0.35534759,4760.61267,0.395937063290736
1.1945195,975.78046,3771.2648,0.35510057,4747.04526,0.394808670614366
1.1968883,973.72316,3759.5792,0.35485608,4733.30236,0.393665682548694
1.1992618,971.62702,3747.8018,0.35461743,4719.42882,0.392511829239085
1.20164,969.44401,3735.9471,0.35438387,4705.39111,0.39134432201722
1.2040229,967.2414,3724.0137,0.35415538,4691.2551,0.39016863924821
1.2064105,964.9406,3712.0765,0.35393639,4677.0171,0.388984474037153
1.2088029,962.61157,3700.1281,0.35372593,4662.73967,0.387797029458609
1.2112,960.22529,3688.181,0.35352173,4648.40629,0.38660493155491
1.2136019,957.80423,3676.2798,0.35332181,4634.08403,0.385413758494387
1.2160086,955.40976,3664.4157,0.35313499,4619.82546,0.384227882489792
1.21842,953.0307,3652.6127,0.35295057,4605.6434,0.383048369772196
1.2208362,950.66465,3640.9139,0.35277479,4591.57855,0.381878605334161
1.2232572,948.31809,3629.3004,0.35260684,4577.61849,0.380717556212355
1.2256829,945.99692,3617.7679,0.35243946,4563.76482,0.379565355477738
1.2281135,943.7378,3606.4058,0.35227982,4550.1436,0.378432487458623
1.230549,941.47257,3595.1564,0.35212189,4536.62897,0.377308484460568
1.2329892,939.30938,3583.956,0.35196896,4523.26538,0.376197043361197
1.2354343,937.19394,3572.8834,0.35181683,4510.07734,0.375100202641291
1.2378842,935.04591,3561.9623,0.35166847,4497.00821,0.37401325158884
1.240339,933.00251,3551.0248,0.35152116,4484.02731,0.372933638568176
1.2427987,930.98588,3540.0199,0.35137996,4471.00578,0.371850646376805
1.2452632,928.94448,3529.1338,0.35123979,4458.07828,0.370775474599452
1.2477327,926.96197,3518.2978,0.35109849,4445.25977,0.3697093674496
1.250207,924.95384,3507.5691,0.35095668,4432.52294,0.368650053572289
1.2526862,922.94247,3497.0813,0.35080977,4420.02377,0.367610505722796
1.2551704,920.92239,3486.654,0.35066338,4407.57639,0.366575265213959
1.2576594,918.91163,3476.2764,0.35051431,4395.18803,0.365544933360184
1.2601535,916.88504,3465.965,0.35036676,4382.85004,0.364518790746588
1.2626524,914.78898,3455.7499,0.35022063,4370.53888,0.363494879566664
1.2651563,912.81357,3445.5062,0.35007255,4358.31977,0.362478624125444
1.2676652,910.74198,3435.4221,0.34992507,4346.16408,0.361467643284427
1.2701791,908.69352,3425.3722,0.34977586,4334.06572,0.360461430542269
1.2726979,906.69293,3415.3577,0.34962727,4322.05063,0.359462143311919
1.2752217,904.66504,3405.47,0.34947902,4310.13504,0.358471131431934
1.2777506,902.73254,3395.5852,0.34933048,4298.31774,0.3574882942674
1.2802844,900.78964,3385.8038,0.34918217,4286.59344,0.356513191852454
1.2828233,898.89416,3376.0612,0.34903116,4274.95536,0.3555452602989
1.2853672,897.04125,3366.3868,0.3488808,4263.42805,0.35458654141429
